Date,Open,High,Low,Close,Adj Close,Volume
1999-05-03 00:00:00-04:00,133.4375,135.84375,133.09375,135.6875,88.59129333496094,10709700
1999-05-04 00:00:00-04:00,135.125,135.8125,133.125,133.75,87.32625579833984,10509300
1999-05-05 00:00:00-04:00,133.9375,135.0625,131.84375,134.8125,88.02000427246094,10032300
1999-05-06 00:00:00-04:00,134.4375,135.125,132.375,133.984375,87.47926330566406,13507200
1999-05-07 00:00:00-04:00,134.5,135.125,133.4375,135.0,88.14240264892578,8680700
1999-05-10 00:00:00-04:00,134.84375,135.71875,133.53125,134.328125,87.70375061035156,5580100
1999-05-11 00:00:00-04:00,135.3125,136.875,134.71875,135.6875,88.59129333496094,7000600
1999-05-12 00:00:00-04:00,135.75,137.21875,131.5,136.75,89.28498840332031,13865800
1999-05-13 00:00:00-04:00,137.25,138.0,136.8125,137.34375,89.67265319824219,4485700
1999-05-14 00:00:00-04:00,134.5625,135.875,133.5,133.78125,87.34669494628906,8370100
1999-05-17 00:00:00-04:00,133.625,134.484375,132.375,134.1875,87.61193084716797,6268100
1999-05-18 00:00:00-04:00,134.53125,134.984375,132.625,133.9375,87.44869232177734,8218600
1999-05-19 00:00:00-04:00,134.46875,135.0,133.25,134.90625,88.08118438720703,5052400
1999-05-20 00:00:00-04:00,135.125,135.59375,134.0625,134.09375,87.55072021484375,4670400
1999-05-21 00:00:00-04:00,134.125,134.6875,132.59375,133.34375,87.06102752685547,6418200
1999-05-24 00:00:00-04:00,133.84375,133.84375,130.390625,131.125,85.61243438720703,7952000
1999-05-25 00:00:00-04:00,131.375,132.34375,128.4375,129.0,84.22498321533203,15406400
1999-05-26 00:00:00-04:00,129.3125,131.0,128.09375,130.4375,85.16352844238281,12575900
1999-05-27 00:00:00-04:00,129.84375,130.28125,128.0,128.5625,83.93931579589844,14515400
1999-05-28 00:00:00-04:00,129.0,130.75,128.59375,130.203125,85.01048278808594,8748000
1999-06-01 00:00:00-04:00,130.125,130.15625,128.375,129.75,84.71467590332031,6705300
1999-06-02 00:00:00-04:00,129.75,130.1875,128.015625,129.875,84.79629516601562,6981900
1999-06-03 00:00:00-04:00,130.6875,130.875,129.78125,130.59375,85.2655258178711,6076600
1999-06-04 00:00:00-04:00,131.46875,133.359375,130.9375,133.21875,86.97943878173828,9787200
1999-06-07 00:00:00-04:00,133.4375,134.1875,132.90625,133.5625,87.20388793945312,5299100
1999-06-08 00:00:00-04:00,133.375,133.796875,131.59375,132.25,86.34691619873047,4895700
1999-06-09 00:00:00-04:00,132.40625,133.09375,131.8125,132.125,86.26530456542969,7409700
1999-06-10 00:00:00-04:00,131.4375,131.46875,129.59375,130.90625,85.46959686279297,7040700
1999-06-11 00:00:00-04:00,131.21875,132.21875,129.09375,129.8125,84.75545501708984,12824800
1999-06-14 00:00:00-04:00,130.6875,130.75,129.546875,129.9375,84.83709716796875,6823500
1999-06-15 00:00:00-04:00,130.46875,131.65625,130.078125,130.8125,85.40836334228516,5700900
1999-06-16 00:00:00-04:00,132.375,133.875,132.375,133.3125,87.04061126708984,7865800
1999-06-17 00:00:00-04:00,132.875,135.5625,132.625,134.5625,87.85673522949219,8162800
1999-06-18 00:00:00-04:00,134.0625,134.6875,133.375,134.3125,87.958251953125,2875100
1999-06-21 00:00:00-04:00,134.46875,135.25,133.65625,134.625,88.16291809082031,4646400
1999-06-22 00:00:00-04:00,134.0,135.1875,133.5,133.6875,87.54900360107422,5862400
1999-06-23 00:00:00-04:00,133.0,133.625,132.125,133.03125,87.11923217773438,9629200
1999-06-24 00:00:00-04:00,132.875,132.9375,130.65625,132.03125,86.46432495117188,9176900
1999-06-25 00:00:00-04:00,132.59375,133.015625,131.25,131.703125,86.24947357177734,4087000
1999-06-28 00:00:00-04:00,132.6875,133.625,132.5,133.3125,87.30339050292969,5028900
1999-06-29 00:00:00-04:00,133.0,135.1875,132.78125,134.5625,88.12197875976562,6956200
1999-06-30 00:00:00-04:00,134.625,137.5,133.84375,137.0,89.71826171875,16856100
1999-07-01 00:00:00-04:00,137.0,138.5,136.0625,138.03125,90.39359283447266,9939500
1999-07-02 00:00:00-04:00,138.125,139.5,137.90625,139.40625,91.2940673828125,3772800
1999-07-06 00:00:00-04:00,139.25,140.75,138.59375,139.375,91.27359008789062,11221100
1999-07-07 00:00:00-04:00,139.0625,139.71875,138.515625,139.5625,91.39634704589844,3230700
1999-07-08 00:00:00-04:00,139.0625,140.625,138.75,139.671875,91.46802520751953,7101500
1999-07-09 00:00:00-04:00,140.0,140.59375,139.5625,140.5,92.01034545898438,2976800
1999-07-12 00:00:00-04:00,140.9375,140.9375,139.5,139.875,91.60105895996094,4436300
1999-07-13 00:00:00-04:00,139.375,139.921875,138.65625,139.375,91.27359008789062,6477600
1999-07-14 00:00:00-04:00,140.0,140.21875,138.75,140.15625,91.7851791381836,4382500
1999-07-15 00:00:00-04:00,140.78125,141.375,140.3125,141.046875,92.36843872070312,3348600
1999-07-16 00:00:00-04:00,141.25,142.15625,140.75,141.8125,92.8698501586914,2281500
1999-07-19 00:00:00-04:00,142.1875,142.25,140.5625,140.875,92.25592041015625,4287000
1999-07-20 00:00:00-04:00,140.125,140.40625,137.53125,137.984375,90.36286926269531,7060100
1999-07-21 00:00:00-04:00,138.09375,138.90625,137.3125,137.828125,90.26058197021484,4793700
1999-07-22 00:00:00-04:00,137.4375,138.0,135.46875,136.015625,89.07361602783203,7804100
1999-07-23 00:00:00-04:00,136.65625,137.0,135.125,135.75,88.8996353149414,4603000
1999-07-26 00:00:00-04:00,134.875,136.125,134.625,134.75,88.24474334716797,4333400
1999-07-27 00:00:00-04:00,136.0,137.203125,135.375,135.875,88.98153686523438,5908500
1999-07-28 00:00:00-04:00,136.25,137.3125,135.59375,136.3125,89.26803588867188,3955500
1999-07-29 00:00:00-04:00,134.9375,135.25,133.3125,134.40625,88.01966857910156,7760600
1999-07-30 00:00:00-04:00,134.8125,135.34375,132.5625,132.75,86.93500518798828,5994300
1999-08-02 00:00:00-04:00,132.75,134.75,132.5,133.0625,87.13969421386719,6065500
1999-08-03 00:00:00-04:00,133.71875,133.84375,131.375,132.4375,86.73036193847656,5445400
1999-08-04 00:00:00-04:00,132.71875,133.875,130.4375,130.625,85.54341125488281,6497900
1999-08-05 00:00:00-04:00,130.875,131.9375,128.84375,131.8125,86.32109832763672,10322000
1999-08-06 00:00:00-04:00,131.21875,132.0,129.5,130.375,85.37968444824219,7537700
1999-08-09 00:00:00-04:00,130.59375,131.796875,129.75,130.09375,85.19550323486328,5565900
1999-08-10 00:00:00-04:00,129.875,130.15625,127.0,128.65625,84.2541275024414,9793300
1999-08-11 00:00:00-04:00,129.6875,130.53125,128.625,130.21875,85.27735900878906,8003400
1999-08-12 00:00:00-04:00,130.6875,131.8125,129.90625,130.140625,85.22620391845703,7036800
1999-08-13 00:00:00-04:00,131.625,133.25,131.125,133.15625,87.2010269165039,5857700
1999-08-16 00:00:00-04:00,133.125,133.96875,132.25,133.75,87.58987426757812,3927000
1999-08-17 00:00:00-04:00,134.4375,134.84375,133.125,134.625,88.16291809082031,4808000
1999-08-18 00:00:00-04:00,134.203125,134.375,133.25,133.65625,87.52853393554688,4355500
1999-08-19 00:00:00-04:00,132.375,133.234375,131.6875,132.5625,86.812255859375,6448100
1999-08-20 00:00:00-04:00,133.0625,134.125,132.6875,133.90625,87.69223022460938,3663700
1999-08-23 00:00:00-04:00,134.8125,136.546875,134.65625,136.46875,89.3703384399414,5637800
1999-08-24 00:00:00-04:00,136.0625,137.96875,135.375,136.96875,89.69779968261719,9279500
1999-08-25 00:00:00-04:00,137.1875,138.78125,136.15625,138.375,90.61871337890625,6005300
1999-08-26 00:00:00-04:00,138.28125,138.421875,136.5,136.71875,89.53410339355469,4322300
1999-08-27 00:00:00-04:00,136.875,137.0625,135.0625,135.0625,88.44944763183594,6247400
1999-08-30 00:00:00-04:00,135.34375,135.5,132.0,132.5625,86.812255859375,4652000
1999-08-31 00:00:00-04:00,132.9375,133.75,130.875,132.0625,86.48477172851562,11453700
1999-09-01 00:00:00-04:00,132.9375,133.734375,132.3125,133.6875,87.54900360107422,6863900
1999-09-02 00:00:00-04:00,132.125,132.671875,130.65625,132.109375,86.51547241210938,10896300
1999-09-03 00:00:00-04:00,134.875,136.5,134.6875,135.96875,89.04290771484375,9160800
1999-09-07 00:00:00-04:00,136.0625,136.625,135.21875,135.46875,88.71549224853516,4560800
1999-09-08 00:00:00-04:00,134.84375,136.0625,134.03125,134.8125,88.28570556640625,6159600
1999-09-09 00:00:00-04:00,134.75,135.25,133.6875,134.75,88.24474334716797,6177800
1999-09-10 00:00:00-04:00,136.25,136.359375,134.9375,135.875,88.98153686523438,2934500
1999-09-13 00:00:00-04:00,135.125,135.46875,134.5,134.953125,88.37779998779297,2320500
1999-09-14 00:00:00-04:00,134.0625,134.5625,133.375,134.0625,87.79459381103516,3736000
1999-09-15 00:00:00-04:00,135.4375,135.4375,131.875,131.9375,86.40293884277344,6984500
1999-09-16 00:00:00-04:00,132.5,132.8125,130.3125,132.453125,86.74060821533203,15377600
1999-09-17 00:00:00-04:00,132.625,133.9375,132.15625,133.75,87.83659362792969,8542300
1999-09-20 00:00:00-04:00,133.9375,134.0,133.09375,133.5625,87.71345520019531,2803900
1999-09-21 00:00:00-04:00,132.25,132.46875,130.15625,130.75,85.86640167236328,9335200
1999-09-22 00:00:00-04:00,131.25,131.84375,129.75,130.609375,85.77407836914062,13009100
1999-09-23 00:00:00-04:00,131.8125,131.8125,127.625,127.875,83.97838592529297,12204100
1999-09-24 00:00:00-04:00,127.75,128.375,126.3125,127.75,83.89624786376953,13792900
1999-09-27 00:00:00-04:00,128.75,129.75,128.28125,128.59375,84.45037078857422,6970300
1999-09-28 00:00:00-04:00,127.9375,128.8125,125.5625,128.34375,84.28620147705078,11063400
1999-09-29 00:00:00-04:00,128.4375,129.125,126.75,126.8125,83.28057861328125,7580300
1999-09-30 00:00:00-04:00,127.4375,129.4375,126.96875,128.75,84.55298614501953,7498900
1999-10-01 00:00:00-04:00,127.9375,128.5625,126.625,128.46875,84.3682632446289,11127100
1999-10-04 00:00:00-04:00,129.1875,130.875,128.75,130.75,85.86640167236328,6341600
1999-10-05 00:00:00-04:00,130.71875,131.96875,128.6875,130.625,85.78433990478516,11976000
1999-10-06 00:00:00-04:00,130.75,132.8125,130.6875,132.625,87.0977554321289,10308200
1999-10-07 00:00:00-04:00,132.859375,133.0,131.5,131.875,86.605224609375,6535600
1999-10-08 00:00:00-04:00,131.75,133.875,131.234375,133.875,87.91869354248047,9674300
1999-10-11 00:00:00-04:00,133.59375,134.125,133.3125,133.65625,87.77497863769531,4282000
1999-10-12 00:00:00-04:00,133.125,133.3125,131.1875,131.59375,86.4205322265625,8686100
1999-10-13 00:00:00-04:00,130.6875,131.3125,128.1875,128.1875,84.18354034423828,10469300
1999-10-14 00:00:00-04:00,128.484375,129.1875,126.75,128.15625,84.1630630493164,10562200
1999-10-15 00:00:00-04:00,126.0,126.75,124.5,124.875,82.00817108154297,14238700
1999-10-18 00:00:00-04:00,124.9375,125.9375,123.4375,125.78125,82.60332489013672,9758800
